geo,Municipio,Periodo,Valor
15244,El Cocuy,2014,0
15248,El Espino,2014,0
15272,Firavitoba,2014,0
15276,Floresta,2014,0
15293,Gachantivá,2014,0
15296,Gámeza,2014,0
15299,Garagoa,2014,2
15317,Guacamayas,2014,0
15322,Guateque,2014,0
15325,Guayatá,2014,0
15332,GÜICÁN DE LA SIERRA,2014,0
15362,Iza,2014,0
15367,Jenesano,2014,0
15368,Jericó,2014,0
15380,La Capilla,2014,0
15403,La Uvita,2014,1
15401,La Victoria,2014,1
15377,Labranzagrande,2014,3
15425,Macanal,2014,0
15442,Maripí,2014,0
15455,Miraflores,2014,1
15464,Mongua,2014,0
15466,Monguí,2014,0
15469,Moniquirá,2014,1
15476,Motavita,2014,0
15480,Muzo,2014,0
15491,Nobsa,2014,1
15494,Nuevo Colón,2014,1
15500,Oicatá,2014,0
15507,Otanche,2014,0
15511,Pachavita,2014,0
15514,Páez,2014,0
15516,Paipa,2014,0
15518,Pajarito,2014,0
15522,Panqueba,2014,0
15531,Pauna,2014,0
15533,Paya,2014,1
15537,Paz De Río,2014,0
15542,Pesca,2014,0
15550,Pisba,2014,0
15572,Puerto Boyacá,2014,16
15580,Quípama,2014,0
15599,Ramiriquí,2014,1
15600,Ráquira,2014,0
15621,Rondón,2014,0
15632,Saboyá,2014,0
15638,Sáchica,2014,0
15646,Samacá,2014,1
15660,San Eduardo,2014,1
15664,San José De Pare,2014,0
15667,San Luis De Gaceno,2014,0
15673,San Mateo,2014,0
15676,San Miguel De Sema,2014,1
15681,San Pablo De Borbur,2014,2
15693,Santa Rosa De Viterbo,2014,1
15696,Santa Sofía,2014,0
15690,Santa María,2014,0
15686,Santana,2014,1
15720,Sativanorte,2014,0
15723,Sativasur,2014,0
15740,Siachoque,2014,1
15753,Soatá,2014,1
15757,Socha,2014,0
15755,Socotá,2014,1
15759,Sogamoso,2014,11
15761,Somondoco,2014,0
15762,Sora,2014,0
15764,Soracá,2014,0
15763,Sotaquirá,2014,0
15774,Susacón,2014,0
15776,Sutamarchán,2014,0
15778,Sutatenza,2014,0
15790,Tasco,2014,0
15798,Tenza,2014,0
15806,Tibasosa,2014,0
15804,Tibaná,2014,0
15808,Tinjacá,2014,1
15810,Tipacoque,2014,0
15814,Toca,2014,0
15816,Togüí,2014,2
15820,Tópaga,2014,0
15822,Tota,2014,0
15001,Tunja,2014,3
15832,Tununguá,2014,0
15835,Turmequé,2014,0
15837,Tuta,2014,0
15839,TUTAZÁ,2014,0
15842,Úmbita,2014,0
15861,Ventaquemada,2014,2
15407,Villa De Leyva,2014,1
15879,Viracachá,2014,0
15897,Zetaquira,2014,0
15022,Almeida,2015,0
15047,Aquitania,2015,0
15051,Arcabuco,2015,1
15087,Belén,2015,1
15090,Berbeo,2015,0
15092,Betéitiva,2015,0
15097,Boavita,2015,0
15104,Boyacá,2015,0
15106,Briceño,2015,1
15109,Buenavista,2015,0
15114,Busbanzá,2015,0
15131,Caldas,2015,0
15135,Campohermoso,2015,2
15162,Cerinza,2015,0
15172,Chinavita,2015,0
15176,Chiquinquirá,2015,2
15232,Chíquiza,2015,0
15180,Chiscas,2015,0
15183,Chita,2015,1
15185,Chitaraque,2015,1
15187,Chivatá,2015,0
15236,Chivor,2015,0
15189,Ciénega,2015,0
15204,Cómbita,2015,1
15212,Coper,2015,0
15215,Corrales,2015,0
15218,Covarachía,2015,1
15223,Cubará,2015,5
15224,Cucaita,2015,0
15226,Cuítiva,2015,1
15238,Duitama,2015,3
15244,El Cocuy,2015,1
15248,El Espino,2015,0
15272,Firavitoba,2015,0
15276,Floresta,2015,0
15293,Gachantivá,2015,2
15296,Gámeza,2015,1
15299,Garagoa,2015,1
15317,Guacamayas,2015,1
15322,Guateque,2015,1
15325,Guayatá,2015,0
15332,GÜICÁN DE LA SIERRA,2015,0
15362,Iza,2015,0
15367,Jenesano,2015,0
15368,Jericó,2015,0
15380,La Capilla,2015,0
15403,La Uvita,2015,0
15401,La Victoria,2015,1
15377,Labranzagrande,2015,1
15425,Macanal,2015,0
15442,Maripí,2015,4
15455,Miraflores,2015,0
15464,Mongua,2015,0
15466,Monguí,2015,0
15469,Moniquirá,2015,0
15476,Motavita,2015,1
15480,Muzo,2015,1
15491,Nobsa,2015,0
15494,Nuevo Colón,2015,0
15500,Oicatá,2015,0
15507,Otanche,2015,3
15511,Pachavita,2015,0
15514,Páez,2015,0
15516,Paipa,2015,3
15518,Pajarito,2015,1
15522,Panqueba,2015,0
15531,Pauna,2015,2
15533,Paya,2015,0
15537,Paz De Río,2015,1
15542,Pesca,2015,3
15550,Pisba,2015,1
15572,Puerto Boyacá,2015,8
15580,Quípama,2015,1
15599,Ramiriquí,2015,1
15600,Ráquira,2015,0
15621,Rondón,2015,0
15632,Saboyá,2015,0
15638,Sáchica,2015,0
15646,Samacá,2015,1
15660,San Eduardo,2015,0
15664,San José De Pare,2015,1
15667,San Luis De Gaceno,2015,0
15673,San Mateo,2015,0
15676,San Miguel De Sema,2015,0
15681,San Pablo De Borbur,2015,1
15693,Santa Rosa De Viterbo,2015,0
15696,Santa Sofía,2015,0
15690,Santa María,2015,0
15686,Santana,2015,2
15720,Sativanorte,2015,0
15723,Sativasur,2015,0
15740,Siachoque,2015,0
15753,Soatá,2015,0
15757,Socha,2015,0
15755,Socotá,2015,0
15759,Sogamoso,2015,3
15761,Somondoco,2015,0
15762,Sora,2015,0
15764,Soracá,2015,0
15763,Sotaquirá,2015,1
15774,Susacón,2015,0
15776,Sutamarchán,2015,0
15778,Sutatenza,2015,0
15790,Tasco,2015,0
15798,Tenza,2015,0
15806,Tibasosa,2015,0
15804,Tibaná,2015,0
15808,Tinjacá,2015,0
15810,Tipacoque,2015,0
15814,Toca,2015,1
15816,Togüí,2015,0
15820,Tópaga,2015,0
15822,Tota,2015,1
15001,Tunja,2015,9
15832,Tununguá,2015,0
15835,Turmequé,2015,1
15837,Tuta,2015,0
15839,TUTAZÁ,2015,0
15842,Úmbita,2015,0
15861,Ventaquemada,2015,1
15407,Villa De Leyva,2015,3
15879,Viracachá,2015,0
15897,Zetaquira,2015,0
15022,Almeida,2016,0
15047,Aquitania,2016,0
15051,Arcabuco,2016,0
15087,Belén,2016,0
15090,Berbeo,2016,0
15092,Betéitiva,2016,0
15097,Boavita,2016,0
15104,Boyacá,2016,0
15106,Briceño,2016,0
15109,Buenavista,2016,1
15114,Busbanzá,2016,0
15131,Caldas,2016,0
15135,Campohermoso,2016,0
15162,Cerinza,2016,0
15172,Chinavita,2016,0
15176,Chiquinquirá,2016,5
15232,Chíquiza,2016,0
15180,Chiscas,2016,0
15183,Chita,2016,0
15185,Chitaraque,2016,5
15187,Chivatá,2016,0
15236,Chivor,2016,0
15189,Ciénega,2016,0
15204,Cómbita,2016,0
15212,Coper,2016,0
15215,Corrales,2016,0
15218,Covarachía,2016,0
15223,Cubará,2016,4
15224,Cucaita,2016,0
15226,Cuítiva,2016,0
15238,Duitama,2016,2
15244,El Cocuy,2016,0
15248,El Espino,2016,0
15272,Firavitoba,2016,0
15276,Floresta,2016,0
15293,Gachantivá,2016,0
15296,Gámeza,2016,0
15299,Garagoa,2016,1
15317,Guacamayas,2016,0
15322,Guateque,2016,1
15325,Guayatá,2016,0
15332,GÜICÁN DE LA SIERRA,2016,0
15362,Iza,2016,0
15367,Jenesano,2016,0
15368,Jericó,2016,0
15380,La Capilla,2016,0
15403,La Uvita,2016,0
15401,La Victoria,2016,0
15377,Labranzagrande,2016,0
15425,Macanal,2016,0
15442,Maripí,2016,1
15455,Miraflores,2016,1
15464,Mongua,2016,0
15466,Monguí,2016,0
15469,Moniquirá,2016,1
15476,Motavita,2016,1
15480,Muzo,2016,0
15491,Nobsa,2016,0
15494,Nuevo Colón,2016,0
15500,Oicatá,2016,0
15507,Otanche,2016,3
15511,Pachavita,2016,1
15514,Páez,2016,1
15516,Paipa,2016,2
15518,Pajarito,2016,0
15522,Panqueba,2016,0
15531,Pauna,2016,1
15533,Paya,2016,1
15537,Paz De Río,2016,0
15542,Pesca,2016,0
15550,Pisba,2016,0
15572,Puerto Boyacá,2016,8
15580,Quípama,2016,0
15599,Ramiriquí,2016,0
15600,Ráquira,2016,1
15621,Rondón,2016,0
15632,Saboyá,2016,0
15638,Sáchica,2016,1
15646,Samacá,2016,2
15660,San Eduardo,2016,0
15664,San José De Pare,2016,0
15667,San Luis De Gaceno,2016,1
15673,San Mateo,2016,0
15676,San Miguel De Sema,2016,0
15681,San Pablo De Borbur,2016,0
15693,Santa Rosa De Viterbo,2016,0
15696,Santa Sofía,2016,0
15690,Santa María,2016,2
15686,Santana,2016,0
15720,Sativanorte,2016,0
15723,Sativasur,2016,0
15740,Siachoque,2016,1
15753,Soatá,2016,0
15757,Socha,2016,1
15755,Socotá,2016,2
15759,Sogamoso,2016,9
15761,Somondoco,2016,0
15762,Sora,2016,0
15764,Soracá,2016,0
15763,Sotaquirá,2016,2
15774,Susacón,2016,0
15776,Sutamarchán,2016,0
15778,Sutatenza,2016,0
15790,Tasco,2016,0
15798,Tenza,2016,0
15806,Tibasosa,2016,4
15804,Tibaná,2016,0
15808,Tinjacá,2016,0
15810,Tipacoque,2016,0
15814,Toca,2016,0
15816,Togüí,2016,1
15820,Tópaga,2016,0
15822,Tota,2016,0
15001,Tunja,2016,10
15832,Tununguá,2016,0
15835,Turmequé,2016,0
15837,Tuta,2016,0
15839,TUTAZÁ,2016,0
15842,Úmbita,2016,0
15861,Ventaquemada,2016,1
15407,Villa De Leyva,2016,0
15879,Viracachá,2016,0
15897,Zetaquira,2016,0
15022,Almeida,2017,0
15047,Aquitania,2017,1
15051,Arcabuco,2017,0
15087,Belén,2017,0
15090,Berbeo,2017,0
15092,Betéitiva,2017,0
15097,Boavita,2017,0
15104,Boyacá,2017,1
15106,Briceño,2017,0
15109,Buenavista,2017,0
15114,Busbanzá,2017,0
15131,Caldas,2017,0
15135,Campohermoso,2017,2
15162,Cerinza,2017,0
15172,Chinavita,2017,0
15176,Chiquinquirá,2017,5
15232,Chíquiza,2017,0
15180,Chiscas,2017,0
15183,Chita,2017,1
15185,Chitaraque,2017,1
15187,Chivatá,2017,0
15236,Chivor,2017,0
15189,Ciénega,2017,0
15204,Cómbita,2017,0
15212,Coper,2017,0
15215,Corrales,2017,0
15218,Covarachía,2017,1
15223,Cubará,2017,1
15224,Cucaita,2017,0
15226,Cuítiva,2017,0
15238,Duitama,2017,3
15244,El Cocuy,2017,0
15248,El Espino,2017,0
15272,Firavitoba,2017,0
15276,Floresta,2017,0
15293,Gachantivá,2017,0
15296,Gámeza,2017,0
15299,Garagoa,2017,1
15317,Guacamayas,2017,0
15322,Guateque,2017,0
15325,Guayatá,2017,0
15332,GÜICÁN DE LA SIERRA,2017,1
15362,Iza,2017,0
15367,Jenesano,2017,1
15368,Jericó,2017,0
15380,La Capilla,2017,0
15403,La Uvita,2017,0
15401,La Victoria,2017,0
15377,Labranzagrande,2017,0
15425,Macanal,2017,0
15442,Maripí,2017,2
15455,Miraflores,2017,0
15464,Mongua,2017,0
15466,Monguí,2017,0
15469,Moniquirá,2017,0
15476,Motavita,2017,0
15480,Muzo,2017,2
15491,Nobsa,2017,0
15494,Nuevo Colón,2017,0
15500,Oicatá,2017,1
15507,Otanche,2017,2
15511,Pachavita,2017,0
15514,Páez,2017,0
15516,Paipa,2017,3
15518,Pajarito,2017,0
15522,Panqueba,2017,0
15531,Pauna,2017,2
15533,Paya,2017,0
15537,Paz De Río,2017,0
15542,Pesca,2017,2
15550,Pisba,2017,1
15572,Puerto Boyacá,2017,11
15580,Quípama,2017,0
15599,Ramiriquí,2017,1
15600,Ráquira,2017,1
15621,Rondón,2017,0
15632,Saboyá,2017,0
15638,Sáchica,2017,0
15646,Samacá,2017,3
15660,San Eduardo,2017,0
15664,San José De Pare,2017,0
15667,San Luis De Gaceno,2017,0
15673,San Mateo,2017,0
15676,San Miguel De Sema,2017,0
15681,San Pablo De Borbur,2017,1
15693,Santa Rosa De Viterbo,2017,1
15696,Santa Sofía,2017,0
15690,Santa María,2017,0
15686,Santana,2017,1
15720,Sativanorte,2017,0
15723,Sativasur,2017,0
15740,Siachoque,2017,1
15753,Soatá,2017,0
15757,Socha,2017,0
15755,Socotá,2017,0
15759,Sogamoso,2017,2
15761,Somondoco,2017,0
15762,Sora,2017,0
15764,Soracá,2017,0
15763,Sotaquirá,2017,0
15774,Susacón,2017,0
15776,Sutamarchán,2017,0
15778,Sutatenza,2017,1
15790,Tasco,2017,0
15798,Tenza,2017,0
15806,Tibasosa,2017,3
15804,Tibaná,2017,1
15808,Tinjacá,2017,0
15810,Tipacoque,2017,0
15814,Toca,2017,0
15816,Togüí,2017,1
15820,Tópaga,2017,0
15822,Tota,2017,0
15001,Tunja,2017,2
15832,Tununguá,2017,0
15835,Turmequé,2017,0
15837,Tuta,2017,0
15839,TUTAZÁ,2017,0
15842,Úmbita,2017,2
15861,Ventaquemada,2017,1
15407,Villa De Leyva,2017,1
15879,Viracachá,2017,0
15897,Zetaquira,2017,1
