geo,Año,Ciclo,Áreas cosechadas
15380,2019,Transitorio,10.000000
15401,2019,Permanente,5.000000
15401,2019,Permanente,4.000000
15401,2019,Permanente,10.000000
15401,2019,Permanente,2.000000
15401,2019,Transitorio,10.000000
15401,2019,Transitorio,1.000000
15401,2019,Transitorio,7.000000
15401,2019,Transitorio,10.000000
15401,2019,Transitorio,1.000000
15401,2019,Transitorio,12.000000
15403,2019,Permanente,0.000000
15403,2019,Permanente,1.000000
15403,2019,Permanente,15.000000
15403,2019,Permanente,0.000000
15403,2019,Permanente,2.000000
15403,2019,Permanente,1.000000
15403,2019,Permanente,2.000000
15403,2019,Transitorio,2.000000
15403,2019,Transitorio,20.000000
15403,2019,Transitorio,5.000000
15403,2019,Transitorio,1.000000
15403,2019,Transitorio,1.000000
15403,2019,Transitorio,1.000000
15403,2019,Transitorio,6.000000
15403,2019,Transitorio,3.000000
15403,2019,Transitorio,1.000000
15403,2019,Transitorio,21.000000
15403,2019,Transitorio,3.000000
15403,2019,Transitorio,1.000000
15403,2019,Transitorio,4.000000
15403,2019,Transitorio,6.000000
15403,2019,Transitorio,1.000000
15403,2019,Transitorio,2.000000
15403,2019,Transitorio,3.000000
15403,2019,Transitorio,10.000000
15403,2019,Transitorio,3.000000
15407,2019,Transitorio,33.000000
15407,2019,Permanente,4.000000
15407,2019,Permanente,18.000000
15407,2019,Permanente,40.000000
15407,2019,Transitorio,15.000000
15407,2019,Transitorio,90.000000
15407,2019,Transitorio,309.000000
15407,2019,Transitorio,12.000000
15407,2019,Transitorio,150.000000
15407,2019,Transitorio,19.000000
15407,2019,Transitorio,37.000000
15407,2019,Transitorio,287.000000
15407,2019,Transitorio,219.000000
15425,2019,Permanente,4.000000
15425,2019,Permanente,40.000000
15425,2019,Permanente,2.000000
15425,2019,Transitorio,90.000000
15425,2019,Transitorio,15.000000
15425,2019,Transitorio,2.000000
15425,2019,Transitorio,2.000000
15425,2019,Transitorio,4.000000
15425,2019,Transitorio,8.000000
15425,2019,Transitorio,6.000000
15425,2019,Transitorio,6.000000
15425,2019,Transitorio,22.000000
15425,2019,Transitorio,1.000000
15425,2019,Transitorio,3.000000
15425,2019,Transitorio,2.000000
15442,2019,Permanente,17.000000
15442,2019,Permanente,0.000000
15442,2019,Permanente,0.000000
15442,2019,Permanente,4.000000
15442,2019,Permanente,8.000000
15442,2019,Permanente,4.500000
15442,2019,Permanente,6.000000
15442,2019,Permanente,8.000000
15442,2019,Permanente,102.000000
15442,2019,Permanente,184.000000
15442,2019,Transitorio,34.800000
15442,2019,Transitorio,9.700000
15442,2019,Transitorio,224.900000
15442,2019,Transitorio,39.000000
15442,2019,Transitorio,0.800000
15442,2019,Transitorio,8.000000
15455,2019,Permanente,1.000000
15455,2019,Permanente,3.000000
15455,2019,Permanente,1.000000
15455,2019,Permanente,6.000000
15455,2019,Permanente,3.000000
15455,2019,Permanente,7.000000
15455,2019,Permanente,12.000000
15455,2019,Permanente,5.000000
15455,2019,Permanente,2.000000
15455,2019,Permanente,186.000000
15455,2019,Permanente,45.000000
15455,2019,Transitorio,18.000000
15455,2019,Transitorio,20.000000
15455,2019,Transitorio,4.000000
15455,2019,Transitorio,70.000000
15455,2019,Transitorio,19.000000
15455,2019,Transitorio,20.000000
15455,2019,Transitorio,4.000000
15455,2019,Transitorio,70.000000
15464,2019,Transitorio,24.000000
15464,2019,Transitorio,200.000000
15464,2019,Transitorio,42.000000
15466,2019,Transitorio,0.300000
15466,2019,Permanente,0.200000
15466,2019,Permanente,0.000000
15466,2019,Permanente,2.500000
15466,2019,Permanente,0.500000
15466,2019,Permanente,0.500000
15466,2019,Permanente,2.000000
15466,2019,Transitorio,5.000000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,4.000000
15466,2019,Transitorio,2.000000
15466,2019,Transitorio,40.000000
15466,2019,Transitorio,10.000000
15466,2019,Transitorio,0.500000
15466,2019,Transitorio,1.000000
15466,2019,Transitorio,0.500000
15466,2019,Transitorio,0.500000
15466,2019,Transitorio,2.000000
15466,2019,Transitorio,2.000000
15466,2019,Transitorio,40.000000
15466,2019,Transitorio,20.000000
15469,2019,Permanente,110.000000
15469,2019,Permanente,65.000000
15469,2019,Permanente,5.000000
15469,2019,Permanente,10.000000
15469,2019,Permanente,30.000000
15469,2019,Permanente,73.000000
15469,2019,Permanente,400.000000
15469,2019,Transitorio,190.000000
15469,2019,Transitorio,1.000000
15469,2019,Transitorio,150.000000
15469,2019,Transitorio,115.000000
15469,2019,Transitorio,1.000000
15469,2019,Transitorio,120.000000
15476,2019,Permanente,10.000000
15476,2019,Permanente,10.000000
15476,2019,Transitorio,50.000000
15476,2019,Transitorio,10.000000
15476,2019,Transitorio,17.000000
15476,2019,Transitorio,8.000000
15476,2019,Transitorio,910.000000
15476,2019,Transitorio,15.000000
15476,2019,Transitorio,8.000000
15476,2019,Transitorio,350.000000
15476,2019,Transitorio,15.000000
15480,2019,Permanente,2.000000
15480,2019,Permanente,3.000000
15480,2019,Permanente,8.000000
15480,2019,Permanente,1.000000
15480,2019,Permanente,41.000000
15480,2019,Permanente,118.000000
15480,2019,Transitorio,18.000000
15480,2019,Transitorio,1.500000
15480,2019,Transitorio,45.000000
15480,2019,Transitorio,13.000000
15480,2019,Transitorio,1.200000
15480,2019,Transitorio,50.000000
15491,2019,Permanente,24.000000
15491,2019,Permanente,10.000000
15491,2019,Permanente,10.000000
15491,2019,Permanente,5.000000
15491,2019,Transitorio,40.000000
15491,2019,Transitorio,5.000000
15491,2019,Transitorio,150.000000
15491,2019,Transitorio,6.000000
15491,2019,Transitorio,12.000000
15491,2019,Transitorio,12.000000
15491,2019,Transitorio,45.000000
15491,2019,Transitorio,65.000000
15491,2019,Transitorio,20.000000
15491,2019,Transitorio,28.000000
15491,2019,Transitorio,8.000000
15491,2019,Transitorio,170.000000
15491,2019,Transitorio,5.000000
15491,2019,Transitorio,6.000000
15491,2019,Transitorio,22.000000
15491,2019,Transitorio,29.000000
15491,2019,Transitorio,37.000000
15491,2019,Transitorio,62.000000
15494,2019,Permanente,449.000000
15494,2019,Permanente,145.000000
15494,2019,Permanente,33.000000
15494,2019,Permanente,10.000000
15494,2019,Permanente,35.000000
15494,2019,Permanente,698.000000
15494,2019,Permanente,8.000000
15494,2019,Permanente,10.000000
15494,2019,Transitorio,53.000000
15494,2019,Transitorio,27.000000
